8190           8190ZQ95050           SX518190SX91000000091.000                    20180530MB1B                9I4    
8190           8190ZQ95120           SX518190SX91000000031.000                    20180530MB1B                9I4    
8190           8190ZQ83930           SX218190SX51000000035.000                    20180530MB1B                9I4    
8190           8190ZQ86460           SX218190SX51000000068.000                    20180530MB1B                9I4    
8190           8190ZP67740           SXA08190SX21000000030.000                    20180530MB1B                9I4    
8190           8190ZP63550           SXA08190SX21000000030.000                    20180530MB1B                9I4    
8190           8190ZP63090           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZQ87220           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ87220           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZP62970           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZQ88400           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ89110           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZP62970           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP62890           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP62890           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZQ84100           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ87420           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ87420           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ91320           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ88220           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86460           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ89110           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86250           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86250           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZP63130           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZQ88520           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86000           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZP63130           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP63130           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZQ86640           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86640           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86460           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86640           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ88400           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86640           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86250           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ88320           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZP63880           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP63880           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP63880           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP63860           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP63860           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP63870           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP63870           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP67260           SXA08190SX21000000100.000                    20180530MB1B                9I3    
8190           8190ZP67260           SXA08190SX21000000100.000                    20180530MB1B                9I3    
8190           8190ZP68020           SXA08190SX21000000016.000                    20180530MB1B                9I3    
8190           8190ZP68040           SXA08190SX21000000016.000                    20180530MB1B                9I3    
8190           8190ZP67980           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZQ88650           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86690           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ88650           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZP64120           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZQ88650           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ93870           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZP63900           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP63900           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZP63900           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ88220           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86110           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZQ86250           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZP67980           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZQ83740           SX218190SX51000000015.000                    20180530MB1B                9I3    
8190           8190ZP66000           FLA08190FL21000000240.000                    20180530MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180530MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180530MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180530MB1B                9I3    
8190           8190WZ9134C           SX218190SX51000000001.000                    20180530MB1B                9I3    
8190           8190ZP67410           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP67410           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP66970           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP66970           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP66940           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP66940           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP66930           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP66930           SXA08190SX21000000030.000                    20180530MB1B                9I3    
8190           8190ZP64110           SXA08190SX21000000030.000                    20180530MB1B                9I3    
