8190           8190AAC7992           RC918191FSTK000000500.000                    20190206MB1B                9P1    Deficit of SL Unrestricted-use 500 PC : AAC7992 8190 RC91
8190           8190ZS98360           FL918191FSTK000000060.000                    20190204MB1B                9P1    Deficit of SL Unrestricted-use 43 SET : ZS98360 8190 FL91
8190           8190AAC7994           RC918191FSTK000000450.000                    20190206MB1B                9P1    Deficit of SL Unrestricted-use 450 PC : AAC7994 8190 RC91
8190           8190ZY89230           SX518190SX91000000001.000                    20190206MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZY89230 8190 SX91
8190           8190ZC7783E           SX218190SA1R000000003.000                    20190206MB1B                9I4    Deficit of SL Unrestricted-use 2 PC : ZC7783E 8190 SA1R
8190           8190ZA5245C           SX218190SA1R000000004.000                    20190206MB1B                9I4    Deficit of SL Unrestricted-use 2 PC : ZA5245C 8190 SA1R
8190           8190ZS06070           SX518190SX91000000003.000                    20190201MB1B                9I4    Deficit of SL Unrestricted-use 2 PC : ZS06070 8190 SX91
8190           8190ZZ42850           SX518190SX91000000003.000                    20190206MB1B                9I4    Deficit of SL Unrestricted-use 3 PC : ZZ42850 8190 SX91
8190           8190ZZ42870           SX518190SX91000000006.000                    20190206MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZZ42870 8190 SX91
8190           8190ZY89290           SX518190SX91000000006.000                    20190206MB1B                9I4    Deficit of SL Unrestricted-use 6 PC : ZY89290 8190 SX91
8190           8190ZY89250           SX518190SX91000000001.000                    20190206MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZY89250 8190 SX91
8190           8190ZU24080           FLA18190FL51000000030.000                    20190207MB1B                9I4    Deficit of SL Unrestricted-use 16 PC : ZU24080 8190 FL51
8190           8190WY9341C           SX218190SA1R000000005.000                    20190206MB1B                9I4    Deficit of SL Unrestricted-use 2 PC : WY9341C 8190 SA1R
8190           8190ZZ42840           SX518190SX91000000001.000                    20190206MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZZ42840 8190 SX91
8190           8190VAS1240           SX218190SX51000000030.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 30 PC : VAS1240 8190 SX21
8190           8190VAS1240           SX218190SX51000000030.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 30 PC : VAS1240 8190 SX21
8190           8190VAS1240           SX218190SX51000000030.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 30 PC : VAS1240 8190 SX21
8190           8190VAS1240           SX218190SX51000000030.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 30 PC : VAS1240 8190 SX21
8190           8190ZA1479C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1479C 8190 SX21
8190           8190ZA1479C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1479C 8190 SX21
8190           8190ZA1479C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1479C 8190 SX21
8190           8190ZA1479C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1479C 8190 SX21
8190           8190ZA1479C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1479C 8190 SX21
8190           8190ZA1479C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1479C 8190 SX21
8190           8190ZA1479C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1479C 8190 SX21
8190           8190ZA1479C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1479C 8190 SX21
8190           8190ZA1479C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1479C 8190 SX21
8190           8190ZA1479C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1479C 8190 SX21
8190           8190WF9464P           SX518190SX91000000015.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZT44880           FL218190FL51000000020.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZR01840           SX218190SX51000000008.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 8 PC : ZR01840 8190 SX21
8190           8190ZP64240           SXA08190SX21000000030.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WY9341C           SX218190SX51000000001.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WZ9134C           SX218190SX51000000001.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WZ9134C           SX218190SX51000000001.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZP63520           FLA08190FL21000000040.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZJ32730           SXA18190SX21000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZJ32730 8190 SXA1
8190           8190ZY85890           SX518190SX91000000010.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZY85890 8190 SX51
8190           8190ZP63730           SXA08190SX21000000030.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZT44810           FL218190FL51000000020.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WQ4674E           SX218190SX51000000005.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZQ84600           SX518190SX91000000015.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZT45710           FL218190FL51000000020.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WZ9134C           SX218190SX51000000001.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZQ86000           SX218190SX51000000015.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZT44660           FL218190FL51000000020.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZT45640           FL218190FL51000000020.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WZ9137C           SX218190SX51000000001.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190W59455C           SX518190SX91000000050.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZT44880           FL218190FL51000000020.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WZ9134C           SX218190SX51000000001.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZP61620           CLA08190CL21000000020.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZJ32730           SXA18190SX21000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZJ32730 8190 SXA1
8190           8190ZJ19280           SX218190SX51000000001.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WY9341C           SX218190SX51000000001.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZP61650           CLA08190CL21000000040.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WQ4674E           SX218190SX51000000005.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WQ4674E           SX218190SX51000000005.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WY9341C           SX218190SX51000000001.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190WY9341C           SX218190SX51000000001.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZQ86640           SX218190SX51000000015.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
8190           8190ZA1499C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1499C 8190 SX21
8190           8190ZA1499C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1499C 8190 SX21
8190           8190ZA1499C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1499C 8190 SX21
8190           8190ZA1499C           SX218190SX51000000001.000                    20190207MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZA1499C 8190 SX21
8190           8190ZT44810           FL218190FL51000000020.000                    20190131MB1B                9I3    In plant 8190, post to current period 2018/11
