8190           8190ZY85200           SX518190SX91000000011.000                    20190322MB1B                9I4    Deficit of SL Unrestricted-use 4 PC : ZY85200 8190 SX91
8190           8190ZQ94830           SX518190SX91000000017.000                    20190322MB1B                9I4    Deficit of SL Unrestricted-use 5 PC : ZQ94830 8190 SX91
8190           8190ZZ42870           SX518190SX91000000012.000                    20190315MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZZ42870 8190 SX91
8190           8190ZY85820           SX518190SX91000000010.000                    20190318MB1B                9I4    Deficit of SL Unrestricted-use 9 PC : ZY85820 8190 SX91
8190           8190ZZ42760           SX518190SX91000000002.000                    20190315MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZZ42760 8190 SX91
8190           8190VAZ0150           SX518190SX91000000005.000                    20190320MB1B                9I4    Deficit of SL Unrestricted-use 5 PC : VAZ0150 8190 SX91
8190           8190ZZ32600           SX518190SX91000000002.000                    20190322MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZZ32600 8190 SX91
8190           8190ZU06220           FL218190FL51000000004.000                    20190319MB1B                9I4    Deficit of SL Unrestricted-use 4 PC : ZU06220 8190 FL51
8190           8190ZT49570           SX518190SX91000000006.000                    20190321MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZT49570 8190 SX91
8190           8190ZQ95890           SX518190SX91000000006.000                    20190322MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZQ95890 8190 SX91
8190           8190ZY85890           SX518190SX91000000012.000                    20190322MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZY85890 8190 SX91
8190           8190ZY84980           SX518190SX91000000006.000                    20190322MB1B                9I4    Deficit of SL Unrestricted-use 4 PC : ZY84980 8190 SX91
8190           8190ZH50320           SX518190SX91000000001.000                    20190320MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : ZH50320 8190 SX91
8190           8190ZT45720           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZU02710           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 14 PC : ZU02710 8190 FL21
8190           8190ZT44660           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 20 PC : ZT44660 8190 FL21
8190           8190ZU02550           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZU02550 8190 FL21
8190           8190ZU02710           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 14 PC : ZU02710 8190 FL21
8190           8190ZU02710           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 14 PC : ZU02710 8190 FL21
8190           8190WQ4642E           SX218190SX51000000005.000                    20190321MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : WQ4642E 8190 SX21
8190           8190WQ4642E           SX218190SX51000000005.000                    20190321MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : WQ4642E 8190 SX21
8190           8190ZT45720           FL218190FL51000000020.000                    20190320MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190320MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190320MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190320MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT44180           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 12 PC : ZT44180 8190 FL21
8190           8190ZT44880           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 6 PC : ZT44880 8190 FL21
8190           8190ZT44880           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 6 PC : ZT44880 8190 FL21
8190           8190ZT44730           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 20 PC : ZT44730 8190 FL21
8190           8190ZQ98720           SX218190SX51000000008.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 1 PC : ZQ98720 8190 SX21
8190           8190ZT45170           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 20 PC : ZT45170 8190 FL21
8190           8190ZT44810           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 20 PC : ZT44810 8190 FL21
8190           8190ZU02710           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 14 PC : ZU02710 8190 FL21
8190           8190ZU06480           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 10 PC : ZU06480 8190 FL21
8190           8190ZT45920           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 10 PC : ZT45920 8190 FL21
8190           8190ZT45920           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 10 PC : ZT45920 8190 FL21
8190           8190ZT45920           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 10 PC : ZT45920 8190 FL21
8190           8190ZT45520           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 20 PC : ZT45520 8190 FL21
8190           8190ZT45520           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 20 PC : ZT45520 8190 FL21
8190           8190ZT45450           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 13 PC : ZT45450 8190 FL21
8190           8190ZT44880           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 6 PC : ZT44880 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190323MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190320MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190321MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190320MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190322MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190322MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190322MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190322MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190322MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190321MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZQ92820           SX518190SX91000000015.000                    20190321MB1B                9I3    Deficit of SL Unrestricted-use 10 PC : ZQ92820 8190 SX51
8190           8190ZT45720           FL218190FL51000000020.000                    20190321MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190321MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190321MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190320MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190320MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190322MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190321MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
8190           8190ZT45720           FL218190FL51000000020.000                    20190320MB1B                9I3    Deficit of SL Unrestricted-use 5 PC : ZT45720 8190 FL21
