8190           8190VCT6970           SXA18191FSTK000000003.000                    20190209MB1B                9P2    
8190           8190VCM6210           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCT6970           SXA18191FSTK000000023.000                    20190208MB1B                9P1    
8190           8190VCM6230           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCM6230           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190WZ45010           SX918191FSTK000000004.000                    20190208MB1B                9P1    
8190           8190AAC7994           RC918191FSTK000000450.000                    20190206MB1B                9P1    
8190           8190VCM6210           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCM6230           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190AAC7992           RC918191FSTK000000500.000                    20190206MB1B                9P1    
8190           8190VCM6230           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCM6210           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCM6210           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCM6220           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCM6210           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCM6230           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCM6230           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCM6230           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190VCM6210           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190ZS98360           FL918191FSTK000000060.000                    20190204MB1B                9P1    
8190           8190VCM6210           SXA18191FSTK000000020.000                    20190209MB1B                9P1    
8190           8190ZA5245C           SX218190SA1R000000004.000                    20190206MB1B                9I4    
8190           8190ZS06070           SX518190SX91000000003.000                    20190201MB1B                9I4    
8190           8190ZY89290           SX518190SX91000000006.000                    20190206MB1B                9I4    
8190           8190WY9341C           SX218190SA1R000000005.000                    20190206MB1B                9I4    
8190           8190ZZ42840           SX518190SX91000000001.000                    20190206MB1B                9I4    
