8190           8190ZY13600           VN518190VN91000000047.000                    20180213MB1B                9I4    
8190           8190ZQ86220           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ86320           SX518190SX91000000003.000                    20180213MB1B                9I4    
8190           8190ZQ86520           SX518190SX91000000002.000                    20180213MB1B                9I4    
8190           8190WF9812E           SX518190SX91000000002.000                    20180213MB1B                9I4    
8190           8190WF9464P           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190W938300           SX518190SX91000000009.000                    20180213MB1B                9I4    
8190           8190WF9813F           SX518190SX91000000002.000                    20180213MB1B                9I4    
8190           8190W936470           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ86610           SX518190SX91000000007.000                    20180213MB1B                9I4    
8190           8190ZQ89210           SX518190SX91000000003.000                    20180213MB1B                9I4    
8190           8190ZQ91020           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ91040           SX518190SX91000000004.000                    20180213MB1B                9I4    
8190           8190ZQ91080           SX518190SX91000000005.000                    20180213MB1B                9I4    
8190           8190ZQ88850           SX518190SX91000000004.000                    20180213MB1B                9I4    
8190           8190ZQ85910           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ84310           SX518190SX91000000002.000                    20180213MB1B                9I4    
8190           8190ZQ88190           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ88290           SX518190SX91000000002.000                    20180213MB1B                9I4    
8190           8190ZQ84470           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ88380           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ84600           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ88970           SX518190SX91000000008.000                    20180213MB1B                9I4    
8190           8190ZQ84830           SX518190SX91000000002.000                    20180213MB1B                9I4    
8190           8190ZQ85050           SX518190SX91000000006.000                    20180213MB1B                9I4    
8190           8190ZQ83910           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ84070           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ89090           SX518190SX91000000010.000                    20180213MB1B                9I4    
8190           8190ZQ88620           SX518190SX91000000003.000                    20180213MB1B                9I4    
8190           8190ZQ91240           SX518190SX91000000003.000                    20180213MB1B                9I4    
8190           8190ZQ91360           SX518190SX91000000001.000                    20180213MB1B                9I4    
8190           8190ZQ91740           SX518190SX91000000003.000                    20180213MB1B                9I4    
8190           8190WF9302A           SX518190SX91000000023.000                    20180213MB1B                9I4    
8190           8190WF9216B           SX518190SX91000000024.000                    20180213MB1B                9I4    
8190           8190W16669B           SX518190SX91000000084.000                    20180213MB1B                9I4    
8190           8190W59455C           SX518190SX91000000003.000                    20180213MB1B                9I4    
