8190           8190ZP67080           SXA08190SX91000000090.000                    20171219MB1B                9I4    
8190           8190ZQ86520           SX518190SX91000000001.000                    20171219MB1B                9I4    
8190           8190ZQ83790           SX518190SX91000000002.000                    20171219MB1B                9I4    
8190           8190ZQ83910           SX518190SX91000000004.000                    20171219MB1B                9I4    
8190           8190ZQ83560           SX518190SX91000000002.000                    20171219MB1B                9I4    
8190           8190ZQ85910           SX518190SX91000000013.000                    20171219MB1B                9I4    
8190           8190ZQ86080           SX518190SX91000000014.000                    20171219MB1B                9I4    
8190           8190ZQ88850           SX518190SX91000000005.000                    20171219MB1B                9I4    
8190           8190ZQ86320           SX518190SX91000000006.000                    20171219MB1B                9I4    
8190           8190ZQ89210           SX518190SX91000000002.000                    20171219MB1B                9I4    
8190           8190ZQ91540           SX518190SX91000000004.000                    20171219MB1B                9I4    
8190           8190ZQ85050           SX518190SX91000000008.000                    20171219MB1B                9I4    
8190           8190ZQ84600           SX518190SX91000000005.000                    20171219MB1B                9I4    
8190           8190ZQ83670           SX518190SX91000000002.000                    20171219MB1B                9I4    
8190           8190ZY13600           VN518190VN91000000030.000                    20171219MB1B                9I4    
8190           8190ZQ87200           SX518190SX91000000002.000                    20171219MB1B                9I4    
8190           8190ZQ88190           SX518190SX91000000012.000                    20171219MB1B                9I4    
8190           8190ZQ84470           SX518190SX91000000003.000                    20171219MB1B                9I4    
8190           8190ZQ88380           SX518190SX91000000003.000                    20171219MB1B                9I4    
8190           8190ZQ88480           SX518190SX91000000005.000                    20171219MB1B                9I4    
8190           8190ZA52450           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52450           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52450           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52450           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZU06190           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZU06190           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZU02400           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZA52450           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52450           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52450           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52450           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52450           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52440           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52440           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52450           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52440           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZU02400           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20171219MB1B                9I3    
8190           8190ZA52440           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52440           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZG2427B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2427B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2424B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2441B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2441B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2441B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2433B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2433B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2433B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2431B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2425B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2421B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2421B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2421B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2420B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2429B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2429B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2523B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZA52440           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52440           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52440           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52440           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZA52440           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZG2525B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2524B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2524B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2423B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2446B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2426B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2522B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZG2522B           CLA28190CL51000000180.000                    20171219MB1B                9I3    
8190           8190ZR01340           SX218190SX51000000008.000                    20171219MB1B                9I3    
8190           8190ZQ94970           SX518190SX91000000015.000                    20171219MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190WZ91830           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190WZ91830           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190ZQ91380           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZQ87130           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZQ83810           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZQ83930           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190ZQ83930           SX218190SX51000000015.000                    20171219MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20171219MB1B                9I3    
8190           8190WN4523B           FL518190FL91000000050.000                    20171219MB1B                9I3    
