8190           8190ZY13490           VNA08190VN21000000060.000                    20190121MB1B                9I4    
8190           8190ZT26120           SX518190SX91000000009.000                    20190121MB1B                9I4    
8190           8190ZZ42800           SX518190SX91000000010.000                    20190116MB1B                9I4    
8190           8190ZK13370           SXA18190SX21000000001.000                    20190118MB1B                9I4    
8190           8190WZ91840           SX518190SX91000000004.000                    20190121MB1B                9I4    
8190           8190ZY89280           SX518190SX91000000008.000                    20190118MB1B                9I4    
8190           8190ZZ42800           SX518190SX91000000023.000                    20190110MB1B                9I4    
8190           8190ZY89280           SX518190SX91000000002.000                    20190110MB1B                9I4    
8190           8190ZY89280           SX518190SX91000000005.000                    20190110MB1B                9I4    
8190           8190ZZ42840           SX518190SX91000000001.000                    20190116MB1B                9I4    
8190           8190ZZ42800           SX518190SX91000000005.000                    20190118MB1B                9I4    
8190           8190ZZ42840           SX518190SX91000000003.000                    20190114MB1B                9I4    
8190           8190ZY89290           SX518190SX91000000005.000                    20190118MB1B                9I4    
8190           8190ZZ42680           SX518190SX91000000002.000                    20190117MB1B                9I4    
8190           8190ZY89280           SX518190SX91000000001.000                    20190121MB1B                9I4    
8190           8190ZQ89480           CL518190CL91000000000.000                    20190121MB1B                9I4    
8190           8190ZR10680           SX518190SX91000000017.000                    20190121MB1B                9I4    
8190           8190ZZ42840           SX518190SX91000000006.000                    20190118MB1B                9I4    
8190           8190ZY89280           SX518190SX91000000006.000                    20190116MB1B                9I4    
8190           8190ZZ42800           SX518190SX91000000007.000                    20190117MB1B                9I4    
8190           8190ZT49570           SX518190SX91000000001.000                    20190121MB1B                9I4    
8190           8190ZQ97030           SX218190SA0R000000005.000                    20190121MB1B                9I4    
8190           8190ZT43210           SX518190SA0R000000001.000                    20190121MB1B                9I4    
8190           8190ZZ42800           SX518190SX91000000006.000                    20190121MB1B                9I4    
8190           8190ZZ42680           SX518190SX91000000002.000                    20190118MB1B                9I4    
8190           8190WZ91340           SX518190SX91000000005.000                    20190121MB1B                9I4    
8190           8190ZQ94890           SX518190SX91000000033.000                    20190121MB1B                9I4    
8190           8190ZT26120           SX518190SX91000000006.000                    20190121MB1B                9I4    
8190           8190ZR00480           SX518190SX91000000002.000                    20190121MB1B                9I4    
8190           8190ZZ42680           SX518190SX91000000002.000                    20190121MB1B                9I4    
8190           8190ZZ42840           SX518190SX91000000004.000                    20190121MB1B                9I4    
8190           8190ZP64380           SXA08190SX21000000016.000                    20190121MB1B                9I4    
8190           8190ZP64380           SXA08190SX21000000016.000                    20190121MB1B                9I4    
